token	question_1_check	question_2_check	question_3_check	sex_check	age_check	climate_check
0EcaiaTW29ZES7i	1	1	1	1	1	1
0KYexOEtrernCqc	1	1	1	1	1	1
0UAvSP8K0zzDuYz	1	1	1	1	0	1
0b4WaZgBGQXFsqq	1	1	1	1	1	1
0drMaZtmUaa1FfG	1	0	0	0	1	1
0talYxhKDgngzMV	1	1	1	1	1	1
13oUvC2pFbaA9tU	0	0	0	1	1	1
1FBwrRnns3MTIcF	1	1	1	1	1	1
1UPK4O2NJ0T8gDF	1	1	1	1	1	1
1bia6LNdyI6YzJg	1	1	1	1	1	1
1dNvyztKqkd6ufy	1	1	1	1	1	1
1tJ6tOHBiHfW3Nn	1	1	1	1	1	1
1vJTSKV6wY53NcZ	1	1	1	1	1	1
1vurLNgs10dTclk	1	1	1	1	1	1
1vwpDMzEMji1MWN	1	1	1	1	1	1
2Uh0boayb2RAvca	1	1	1	1	1	1
2Vp1MHhcbSLra2R	1	1	1	1	1	1
2XOjjX8AMfx96ay	1	1	1	1	1	1
2ixpWy66oDvc0BO	1	1	1	1	1	1
2pQeyTvzSWtF8EO	1	1	1	1	1	1
2pjQMnARfmvlhn0	1	0	0	1	1	1
2y9mPyzcGhSdkkD	1	1	1	1	1	1
3PKRs9WvMkFA9Fb	1	1	1	1	1	1
3RUXE5wm8wuZvNE	1	1	0	1	1	1
3YBXw1Kfeo8fcr2	1	1	1	1	1	1
3YoDLRWyWjzMYEL	1	1	1	1	1	1
3Z3VXi8O6ey4ylB	1	1	0	1	1	1
3aPbpScVcyxtu4Q	1	1	1	1	1	1
3kGERJT1GtzfAH8	1	1	1	1	1	1
3uJxEAahzLikWGL	1	1	1	1	1	1
3xTJwLbbK4fhW17	1	0	0	1	1	1
46MDGzps4P2vuZr	1	1	1	1	1	1
494cXHisAsByOLC	1	1	1	1	1	1
4Uu1nZJnKzzByZN	1	1	1	1	1	1
4kx2QVI9GJEsMG3	1	1	1	1	1	1
4pBAkNzzz4o5qLa	1	1	1	1	1	1
4wUDYzbMRVx3mVX	1	0	0	1	1	1
4xC3rWZXZquLhwb	1	1	1	1	1	1
4zQQzbxCY06AwKh	1	1	0	1	1	1
58HIp6lKOGszlXe	1	1	1	1	1	1
5NILDszCiPqYwPr	1	1	1	1	1	1
5NQGddJQVxodg3a	1	1	1	1	1	1
5daJNCHA7aa39ZH	1	1	0	1	1	1
5grJtizFEyqH50N	1	1	1	1	1	1
5hUDpUWrhua4Ljn	1	1	0	1	1	1
5qv46ahZ3bJFDyw	1	0	0	1	1	1
605e79o5F2zZkHr	1	1	1	1	1	1
66tG7VKaFcGMPnc	1	1	0	1	1	1
6LnmPDvGRYZzycJ	1	1	1	1	1	1
6mhCCgotzeAq1ie	1	1	1	1	1	1
6yVbSq5T70FJrck	1	1	1	1	1	1
6ykQiPg2XMdpHet	1	1	0	1	1	0
7Ec5EOAGK8dNfHX	1	1	1	1	1	1
7O7ZaMDWfljOXC7	1	1	1	1	1	1
7U8lpL1cvyOEhCj	1	0	0	0	1	1
7XeM0rYRranMtLl	1	1	0	1	1	0
7blqSeQnb31Zzhc	1	1	1	1	1	1
7hJhnY5KhZ6xkbe	1	1	1	1	1	1
7zzi1TCsOhjZxQc	1	1	0	1	1	1
8ACRp5boFyUJFi3	1	0	0	1	1	1
8AScBXPrH7ZAd2W	1	1	1	1	1	1
8CDCpqmKNdOKTMk	1	1	1	0	1	1
8fvNCCx7RmPh4Xq	1	0	0	1	1	1
8mEFQvyOgODvuu0	1	1	1	1	1	1
8p4rpqzO9MEbMip	1	1	1	1	1	1
8wc0oDazR50ewwU	1	1	1	1	1	1
94af8dntO6vW0Jy	1	1	1	1	1	1
98aCMH5SuCVMovn	1	1	1	1	0	1
9Dpjcj1IapypoqI	1	1	1	1	1	1
9XrBaHICcXyYeEn	1	1	1	1	1	1
9Yczvc4o4B2jjNf	1	1	0	1	1	1
9oQbB8cOQcs85bv	1	1	1	1	1	1
A1NoRNgC1rm5rrZ	1	1	1	1	1	1
A4VZ1nbQ40pLFgi	1	1	1	1	1	1
AHSohXVkVLlvLik	1	1	1	1	1	1
AUMixxvZi5RyqnN	1	0	0	1	1	1
AlJXoU4QmbYSraK	1	1	1	1	1	1
Ay3BhE1zDxL096D	1	1	1	1	1	1
BLJvyMJxN37nrk9	1	1	1	1	1	0
BPNSMKvZlAj28m0	1	1	1	1	0	1
BSqQ46XV5BxC1zB	1	1	1	1	1	1
BXKNeGymeqPDwpR	1	1	1	1	1	1
BoQ7RpSBcRNterq	1	1	1	1	1	1
BqTaE5YdrmIfVNu	1	1	0	1	1	0
C5FDfBc2f1zJ4hw	1	1	1	1	1	1
CGyXUnAOVhyCIfx	1	0	0	1	1	0
CIsli65SzVefjkI	1	1	1	1	1	1
CJ2PPOlLBXV4Ym5	1	1	1	1	1	1
CUE8Aq8Pmhd22ap	1	1	1	1	1	1
CgL5urtvsY251nA	1	1	1	1	1	1
Cl9x8a7zb2Bqao6	0	0	0	1	0	1
CzV5dtuLzOs2GJJ	1	1	1	1	1	1
D04UDe6Wb84wtFn	1	1	1	1	1	1
D1jKnUyCjFNpoEB	1	1	1	1	1	1
DTbDaz1ucegcfsC	1	1	1	1	1	1
DmRNAMa1EbjbIEX	1	1	1	1	1	1
DzaacBSRbMzeP0a	1	1	1	1	1	1
EAE6fYoFuG5FRI1	0	0	0	1	1	1
EANo1TchGhKY1Qg	1	1	1	1	1	1
EAzkYmMNsM13z3R	1	1	1	1	1	1
ERhFl0XnvmTBGbW	1	1	1	1	1	1
Eftliwq7BlIL9rR	1	1	1	1	1	1
Ensr1k2CFzzrReh	1	1	1	1	1	0
EoD6ez9u1vyXTTh	1	1	1	1	1	1
FBMviRsCFgqz1Fc	1	1	1	1	1	1
FQFjg904Llp0fK7	1	1	1	1	1	1
FQKO4doOYj1sgAN	1	1	0	1	1	1
FaVTIgGpFzqkkZv	0	0	0	1	1	1
Fg6iqeAGDfgHpaZ	1	1	1	1	1	1
FuUlXE59Ah4M0QO	1	1	1	1	1	1
Fw3KBQzrfju6oaJ	1	1	1	1	1	1
FxV7QMAJWqZyzXA	1	1	1	1	1	1
FzcijDiU2DvOzcg	1	0	0	1	1	1
G7RCnirXpa4GHZT	1	1	0	1	1	0
G9WMiJppfawXGEU	1	1	1	1	1	1
GSZwrUQlsIB0BLj	1	1	0	1	1	1
GdBnftqxBfZPtTY	1	1	1	1	1	1
Gij2PzpLMEGFSro	1	1	1	1	1	1
GxqZoBxcbG4I2OF	1	1	1	1	1	1
H01wa8V3GaBj99P	1	1	0	1	1	0
HBh1m58YLx3ik2I	1	1	1	1	1	1
HIMQXfU0Bq7alB7	1	1	1	1	1	1
HIjV8W8oadq5Pzs	1	1	1	1	1	0
HXnOtN6wWum8prC	1	1	1	1	1	1
HlsWrdRu9cRUaEi	1	1	1	1	1	0
I8QzrhPdZDsuyqY	1	1	1	1	1	1
IEaYMn3jP0UvXo1	1	1	1	1	1	0
IPtaT0PE8UDLtaY	1	1	1	1	1	1
IfPw6QnbWLUNZSu	1	1	1	1	1	1
IhnaqMVSLraSH2L	1	1	1	1	1	1
In8FyW3OQaHuad3	1	1	1	1	1	1
IpaxSgRxVZhK1hy	1	1	1	1	1	1
JH9w0VzH8dKW0e6	1	1	1	1	0	0
JI7DjmrKdqx6I25	1	1	1	1	1	1
JNTaFUijDdh6iuH	1	1	1	1	1	1
JilgzFat52zaxVM	1	1	1	1	1	1
JsaNzjgQKivbwDG	1	1	0	1	1	1
JzDL7lat8KZ6Uy8	1	1	1	1	1	1
JzoZzszaWfv71g6	0	0	0	1	1	1
KK1Sms9HOYbn7vX	1	1	1	1	1	1
KZIlXrdufM1437g	1	1	1	1	1	1
KZt7bckBTOGfaXJ	1	1	1	1	1	1
KeNQBekmTjf330C	1	0	0	1	1	1
Kje3vc9y1F24rAP	1	1	1	1	1	1
Ksavmu7uxOg10Nc	1	1	1	1	1	1
L6Bscb4yKZjSosd	1	0	0	1	1	0
LIHvKAVDcSokd9P	1	1	1	1	1	1
LRJOFGpdbjWooK4	1	1	1	1	1	1
LbLrYwTFyklQUnX	1	1	1	1	1	1
Lz9EiSeyNJMGzr7	1	0	0	1	1	1
LzrtsJYY257WvEh	1	1	1	1	1	1
MSobnCQcsJd3zhE	0	0	0	1	1	1
MYmKkE5Z5SJYXRP	1	1	1	1	1	1
MhfyLzyxfhnD3oh	1	1	1	1	1	1
NH3XaH2qQ74Hpzh	1	1	1	1	1	1
NIZ5r0jzU9SqPxo	1	1	1	1	1	1
NTpBKmvdmZVAtA1	1	1	1	1	1	1
NV8eY5FzKWtmueK	1	1	1	1	1	1
NWyVu0K8mXM3iKK	1	1	0	1	1	1
NYSp2voadkgIrHJ	1	1	1	1	1	1
NqXaVc3gfoNar1h	0	0	0	1	1	1
OLRWGDlkQf7wzhp	1	1	1	1	1	1
OOZALdkjcgap02m	1	1	1	1	1	1
OwRpCJFpFtXooXW	1	1	1	1	1	1
Oz86x0zycx7SaZF	1	1	1	1	1	1
P21jdRnwl32toBg	1	1	0	1	1	1
P7jfCzFlwuJzMJE	1	1	1	1	1	1
PQzbHSbgLjRpOP6	0	0	0	1	1	1
PURrJBh88al3ZuC	1	1	1	1	1	0
Pbqr2czW4ngf826	1	1	0	1	1	0
Pd1OEbuKTmx9elh	1	1	1	1	1	1
PebozOATtx2VrFk	1	1	1	1	1	1
PjfhOZo9PImD105	1	1	1	1	1	1
Pt5xAUKYREP0hyT	1	1	1	1	1	1
PxkWRGozgnM2OIz	1	1	1	1	1	1
Q2L8VTL25zdyRqu	1	1	1	1	1	1
QWSacDnuzDX8lTg	1	1	1	1	1	1
QYTiEkfWbiJN31a	1	1	1	1	1	1
QYVIVdbqlx8SEQZ	1	1	1	1	0	1
QngAuynwWuu1X0z	1	1	1	1	1	1
QpvGJVLthPNvmEV	1	1	1	1	1	1
R28EnRLemvB7ahS	1	0	0	1	1	1
RJwPQ2MzuYXwapP	1	1	1	1	1	1
RWXM14lNsmrUrDb	1	1	0	1	1	1
RzXxM01ANurz9dz	1	1	1	1	1	1
S6mezWshwPoqpQU	1	1	1	1	1	1
S738eUHlKMhcdyB	1	1	1	1	1	1
SEyZcolVzkZUpnG	1	1	1	1	1	1
SIG5OF5zTsHeBVs	1	1	1	1	1	1
SLCaqBGLhURinom	1	1	1	1	1	1
SRNgfelJI1ZFUiT	1	1	1	1	1	1
SlTVIwXkTOPAzYJ	1	1	1	1	1	1
SvP1Di9e3hzOVkZ	1	1	1	1	1	1
SxHrE1POZeUhoRg	1	1	1	1	1	1
T0Lu11lmVkIpCkH	1	1	1	1	1	1
T2QhmBvjXVqCjrq	1	0	0	1	1	0
TKDrqLxV4FmBuvw	1	1	1	1	1	1
TmaCmIKHykL6jzs	1	1	1	1	1	1
UCcoS9cFmsmTPgi	1	1	1	1	1	1
UOeLs0mIcrTkef2	1	1	0	1	1	1
UPiKJLibaPrMsPc	1	1	0	1	1	1
UUS9zHy1ZOtY7gn	1	0	0	1	1	1
UXpdfk8ruNy4AMa	1	1	1	1	1	1
Uat1XzX3Vhg8Lr1	1	1	1	1	1	1
UsevRRJZZ1R7oJE	1	1	0	1	1	1
V0PtG2HowNTyzWz	1	1	1	1	1	1
V8xaB8zkQUtzavV	1	1	1	1	1	1
V9VfZ6Nk68cCSaL	1	1	1	1	1	1
VAIibc5YOKrektx	1	1	1	1	1	1
VEsDU8xXaA6za9e	1	1	1	1	1	1
VOb7aMY46BcbV04	1	1	1	1	1	1
Va2R81mMIZdej5c	1	1	1	1	1	1
VaOU7Nm6kpzpg6v	1	1	1	1	1	1
VgahmztrSyWr6Wz	1	1	1	1	0	1
VtXOBW9K690uTWi	1	1	1	1	1	1
W0pj4SXel1Jt2hF	1	0	0	1	1	0
WClDZ66ieZFykcb	1	1	1	1	1	1
WDvcsav4RozAG7T	1	1	1	1	1	1
WS8dBras0ljEkv0	1	1	1	1	1	1
WY36oSSyQJ1eznh	1	1	1	1	1	1
WajDpHm1zzav0BT	1	1	1	1	1	1
Wk95al2oKezwxaF	1	1	1	1	1	1
WrG3gqHs3QXVmFi	1	1	1	1	1	1
WvzPZ7MDMrktEPf	1	1	0	1	1	1
X0z1pz4Zv4Uwvqm	1	1	1	1	1	1
XMUbwQocSj10Yal	1	1	1	1	1	1
XYkwpWfZzRxxPhN	1	1	1	1	1	0
Xa5z0WomsAIjFEp	1	0	0	1	1	1
XcFpUumRhGuC1Uk	1	1	1	1	1	1
XhiayBF8Cs9RlVA	0	0	0	1	1	0
XzZsi7enPgaSJvd	1	1	1	1	1	1
Y8ayamgkNe45IGW	1	1	1	1	1	0
YeIZfivbLfkaPIa	1	1	1	1	1	1
YgxzzKvGUT47Nkx	1	1	1	1	1	1
YhIdXJ8sEFhGs4v	1	1	1	1	1	1
Yq87k0ceJ9EKj43	1	1	1	1	1	0
ZZgUSBaGnNY7U7Y	1	1	1	1	1	1
ZeJWOKN8kc0NxeG	1	1	1	1	1	1
ZmaNs5OLUTR6hdp	1	1	1	1	1	1
ZvmTXfDKV3HjEAI	1	1	1	1	1	1
Zz1Cjctr0da6zMe	1	1	1	1	1	1
a02t6aE5JjFhlOG	1	1	1	1	1	1
a51evyYiJ3KUYtN	1	1	1	1	1	1
a68ayypE2UBxYc9	1	1	1	1	1	1
a83AFQQ4mQqhKaE	1	1	1	1	1	1
a8c8W9NG8ayHVz0	0	0	0	1	1	1
aI2JZqzVnJCQ7D3	1	1	1	1	1	1
aIAUpUzYVUf1sWN	1	1	1	1	1	1
aNe2TzmOOu9SauL	1	1	1	1	1	1
aQwDXbSdpNT4YvC	0	0	0	1	1	1
aUtvIHVZDM8LRWb	0	0	0	1	1	0
agPVz6csZKVHTYx	1	1	0	1	1	1
aiICki4zAWkxqpK	1	1	0	1	1	0
ajSjSsrIYqNo9Go	1	0	0	1	1	1
astVMggeLu3qRC2	1	1	1	1	1	1
awKVsX9XGLfzmfk	1	1	1	1	1	1
awqXIGNQMmZCi5q	1	1	1	1	1	1
b4wU8bz6vnkd6L7	1	1	1	1	1	1
bGpWHlin772Acfy	1	1	1	1	1	1
bOBi4tH28Wa0vxW	1	1	1	1	1	1
bPxYwH70M6v0xiw	1	0	0	1	1	0
bYXK8rVGVMa5vkk	1	1	1	1	1	1
bm7ftXoGdboyvoL	1	1	1	1	1	1
bnJ6oD7kaglPIaM	1	1	1	1	1	1
bpkIHGgbgzDxube	1	1	1	1	1	1
c4E17h8zV4LMoGu	1	1	1	1	1	1
cakDftmMYVM42W1	1	1	1	1	1	1
czOEtUzj7Y7isMy	1	0	0	1	1	1
czfkqL42c33OTd7	1	1	1	1	1	1
d1QBxDJJk7uPlCz	1	1	1	1	1	1
dNU3pAtitbGRzEK	1	1	1	1	1	1
dUn0XGvxZWH00iE	1	1	1	1	1	1
dXG0JmdU8EpAD4c	1	0	0	1	1	1
diDDV3jkzOwfGe0	1	1	1	1	1	1
dncs9Ky6VOnyl7f	1	1	1	1	1	1
dowqWDF0Lm1rUtW	1	1	1	1	1	1
dtqOq3z7Fyekl02	1	1	1	1	1	1
dyQgqI3puMBa4x8	1	1	0	1	1	1
e9arPSuXhkrUs2h	1	1	1	1	1	1
eAUQ7xTtIXp1ThD	1	1	1	1	1	1
eC2VMz8Z64W5hPn	1	1	1	1	1	1
eN69GihEZ9d9z94	1	1	1	1	1	1
eRtHnd8LKsv0t1r	1	1	1	1	1	1
ea9CaOQ5AjlcKVH	1	1	1	1	1	1
eahWbx1c0Nb1F21	1	1	1	1	1	0
ehob4xd5dHrgJMV	1	1	1	1	1	1
es8iI7TeWkbxOYa	1	1	1	1	1	1
ezo8Xc0qXmkbJuH	1	1	1	1	1	1
f57suULiUqYj55H	1	1	1	1	1	1
f9bDOokA93l1z6q	1	1	1	1	1	1
fRPIFI78ONBZ6VR	1	1	1	1	1	1
fXaMepHtYKPzvTq	1	1	1	1	1	1
fXz2LWjr36gZE9o	1	1	1	1	1	1
foLA3nKLy6fXPa4	1	1	1	1	1	1
fsxPILO3oAyVtLL	0	0	0	1	1	0
fzIJdXMXjMDcrqW	1	1	1	1	1	1
g3Apvtol9mqFQlV	1	1	1	1	1	1
gDa9Dplwof8Pcbu	1	1	1	1	1	0
gOxXlgcKC7nhJzz	1	1	1	1	1	1
gnFaWxm2xLfsI6f	1	1	1	1	1	1
gqnm1Kt1fDfxcn2	1	1	1	1	1	1
gvz97aR13IomFTx	1	1	1	1	1	1
hCKCWWeCB6FGbxF	1	1	1	1	1	1
hc9McZmWvYNY3lm	1	1	1	1	1	1
hdzpLvyPj7VVv9m	1	1	1	1	1	1
higecbYF4jYY1tX	1	1	1	1	1	1
hn1bGEO0IXGx2Gy	1	1	1	1	1	1
hnowffNNyWL4dhN	1	1	1	1	1	1
hsDxIsm5bCw9MdM	1	1	1	1	1	1
i3qRhlnuVaB2Kiv	1	1	1	1	1	1
i4Pdp6IHcOUaGPB	1	1	1	1	1	1
i5zAiulpijpcJ9d	1	1	1	1	1	1
i8za0Rk4JiOxSCt	1	1	1	1	1	1
i9z4bbEqwaMxYDk	1	0	0	1	1	1
iB7a81jr0GC6iSS	1	1	1	1	1	1
iDFSWHHYyIR2MCF	1	1	1	1	1	1
iVnv0qbBvGeeXKF	0	0	0	1	1	1
j2OkbCGgRfao1xd	1	1	1	1	1	1
jCbOWbLpjPK0acc	1	1	1	1	1	1
jOQAOF3B6UPqHIs	0	0	0	1	1	0
jc7yPmFXg2EIinJ	1	1	1	1	1	1
jco7QTLJ400NFj4	1	1	1	1	1	1
jg5w8V8kSJQXDtu	0	0	0	1	1	1
jhuA10tbvsb23Fg	1	1	1	1	1	1
jiAE5Fm9hPIH1xV	0	0	0	1	1	0
jnK0mRHWsHqa8mC	1	1	1	1	1	1
jpCfM6gjfaDCdJl	1	1	1	1	1	1
jtuqBbAbiLvYfiO	1	1	1	1	1	1
jwaTazsoj6fWwvC	1	1	1	1	1	1
k10uwFjTjQsQG49	1	1	1	1	1	1
k3INEM7jWw4DHP3	1	1	0	1	1	1
k8KpYhRGEERNzRU	1	1	1	1	1	0
kzcpbj0mNE0uACW	1	1	1	1	1	1
l0Y47AeBR3RsZup	0	0	0	1	1	1
lD6oP2N10NF48Sz	1	1	1	1	1	1
lDoD4mamzYExCTS	1	1	1	1	1	1
lO3UpCreNGfXSY6	1	1	1	1	1	1
lP3jcFrmMWNRgod	1	1	0	1	1	1
leylwx5J389ZOCM	1	1	0	1	0	1
lgMdjbz0xocpygc	1	1	1	1	1	1
lirYaKiltZGj5on	1	1	1	1	1	1
lkNEoA19araq7P3	1	1	1	1	1	1
loAsFOA57QeejAa	1	0	0	1	1	1
lzkyoXVkl3Gk9Wq	1	1	1	1	1	1
m0bGxXkWiA7RK8c	1	1	1	1	1	1
m26yPCAVJTadjdh	1	1	1	1	1	1
m3CMqnenB11BJej	1	1	1	1	1	1
m8PaLny2vR8SIIo	1	1	1	1	1	0
mDoaPaODM85crFx	1	1	1	1	1	1
mUP5pLklaqQiAua	1	0	0	1	1	1
mYkQARjTZz6Y4IK	1	1	1	1	1	1
mbH2muj3wzrOgfk	1	1	1	1	1	0
mjIedzH2dzvasP8	1	1	1	1	1	1
mjaWxgygLbdLzqD	1	1	1	1	1	1
mntZgq88zIVYUHQ	1	1	0	1	1	1
mz0WmqdAB95A56o	1	1	1	1	1	1
n2n1pEeTYIPelju	1	0	0	1	1	1
n9x1OlCNvWz8KzD	1	1	1	1	1	1
nIhNEdwagW02szz	1	1	1	1	1	1
nOnKhD2aPGf1j2V	1	1	1	1	1	1
nOuHIGMvaHF3Ms1	0	0	0	1	1	0
nmWeYHHUeanlKN0	1	1	1	1	1	0
oHrsGiEoKq7OCOa	1	1	1	1	1	1
oKCU2ad0li589jn	1	1	1	1	1	1
oSs9HGwzgi8m6pz	1	1	1	0	1	1
oaDREqQbiaY4szW	1	1	1	1	1	1
oaH3ZDxN7ahcpjz	1	1	1	1	1	1
oaZyEBkVmqzzcqH	1	1	1	0	1	1
oo6HmgZdqCD9fnr	1	0	0	1	1	1
owttTJnRlYvcSQf	1	1	1	1	1	1
pNniawh6463VJjr	1	1	1	0	1	1
pV4ZDRiuHfdMqm1	1	1	1	1	1	1
pXUzuR4Z3Te5ImY	1	1	1	1	1	1
pYKSaaL2LSx0CHb	1	0	0	1	1	1
pdz5pivuISXH1fV	1	1	1	1	1	1
pl9unFz3JyRRh6s	1	1	1	1	1	1
pyAs6IxJFDRM81l	1	1	1	1	1	1
pz7ZVX9DolrKH7e	1	1	1	1	1	1
q5DK5Js6F3amnoN	1	1	1	1	1	1
qDkH1CDqS5zMidN	1	1	1	1	1	1
qGU9dNv0bFTzFVD	1	1	1	1	1	1
qI5R0EC8pAuiZ4Q	1	1	1	1	1	1
qUm3TTr9yikHSjg	1	1	1	1	1	1
qXWUtYr4YuDzejU	0	0	0	1	1	1
qcmBCpIAollRz72	1	1	1	1	1	1
qfCL8MvIxXv5Sth	1	1	1	1	1	1
qhfxyiDSmBwMoGz	1	1	1	1	1	0
qodzibjUOqrTYST	1	0	0	1	1	1
qtqxbHLLnUAuobh	1	1	1	1	1	1
rY6z1lKFvITCUg8	1	1	1	1	1	1
ra1AcOnRO9luxae	0	0	0	1	1	1
rq1xOxPtzApJjsV	1	0	0	1	1	1
rzbFDylTwRphXaD	1	1	1	1	1	0
s8CoHXnJl5Fg40i	1	1	1	1	1	1
sGaOkPZgH4X5xw3	1	1	1	1	1	1
sezgwgZ589dCz42	1	1	0	1	1	0
sxQCdOD1badu7Tr	1	1	1	1	1	1
t8A9tEWNkONllTx	1	1	0	1	1	1
tJlZqgwTMeR7ian	1	1	1	1	1	1
tSqkacMSopiQix1	1	1	1	1	1	1
tZQ5eByfIVcQdHO	1	1	1	1	1	0
tZYVD8hFWq5bNz1	1	1	1	1	1	1
taFXnv6L515xBNb	1	0	0	1	1	1
tflaEh6789mNScY	1	1	1	1	1	1
tgDHlrngdnH1H3a	1	1	1	1	1	1
tmFtvMrLG5IKAy7	1	1	1	1	1	1
tp9BusEEJwLV1nl	1	1	1	1	1	1
uFOxoiGaKZQKD4i	1	1	0	1	1	0
uMeIT3T3TWIyJA7	1	1	1	1	1	1
uQRfX7QXTap67bg	1	1	1	1	1	1
uS2Tj8K7lw8F8cl	1	1	1	1	1	1
uT4kObWVzWufnO4	1	1	0	1	1	1
uXV3dTmOkKWxiWH	1	1	1	1	1	1
uZso8P8OqvPaTwY	1	1	1	1	1	1
uqTDjOCGGxQvCXi	1	0	0	1	1	1
uxXihzmbL4NCfaz	0	0	0	1	1	0
v49fBkIOkgwE1Pw	1	1	1	1	1	1
v7wzqPghXTELWaK	1	1	1	1	1	1
vOBR7SbTDL0btvC	1	1	1	1	1	1
vP49hNjOXrpqzcX	1	1	1	1	1	1
vRtGI57ZVGgzLoA	1	1	1	1	1	1
vWXNHjdNzDTYGyy	1	1	1	1	1	1
vbM9XHXD7Iy3osY	1	1	1	1	1	1
vkKv06Hh1ZfY537	1	1	1	1	1	1
vwecSyXWQL0a2za	1	1	1	1	1	1
vz05HpwbpbJYJeC	1	1	1	1	1	1
w9K0QPd3Ujjf7Mr	1	1	1	1	1	1
wFn1kFe1ZbYQ0J9	1	1	1	1	1	1
wFxrdaqDdSdjlUz	1	1	1	1	1	1
wIesVtTDRGuzM1g	1	1	1	1	1	1
wfZBizNRVMylQA5	1	1	0	1	1	1
wtsOyntzfyGe3h3	1	1	1	1	1	1
x8UQdHsQa5tjuWQ	1	1	1	1	1	1
x9vyTSEDnQ01zwu	1	1	1	1	1	1
xC30LgRjoCrFkOv	1	1	1	1	1	1
xMMCS0wA1lmp1Aa	1	1	1	1	1	1
xO1xkXeTkk0S8Vn	1	1	0	1	1	1
xR0PqPCooNwTHnM	0	0	0	1	1	1
xU6tvHoREHyEvd0	1	1	1	1	1	1
xf26Y7cz6Nv3ryw	1	1	1	1	1	1
xkQBxggtmBlexza	1	1	1	1	1	1
xuDf241zdfjBYip	1	1	1	1	1	1
xvnXJLqP91lS3yN	1	1	1	1	1	0
yp3BMPbiI3IGwwl	1	1	1	1	1	1
zEdbWBrRW1SYhzq	1	1	1	1	1	1
zNf1hW1MhBOneTm	1	1	1	1	1	1
zaFra9ItNRhyf7M	1	0	0	1	1	0
zaQd7I17hCnKTKc	1	1	1	1	1	1
zkallCk3ovGuD3I	0	0	0	1	1	1
zowB3AkNTvBMcCy	1	1	1	1	1	1
zxQYahqYyjbJJzG	1	0	0	1	1	1
zz9imjpCTkbnTZD	1	1	1	1	1	1
zzzexnnVPIzRjrA	1	1	1	1	1	1
