"Czuję złość na to, że system polityczno-gospodarczy, w którym żyjemy, jest szkodliwy dla klimatu."	"I feel angry that the political and economic system that we live in harms the climate."	"ANG14"
"Jestem wściekła/y, że politycy pozwolili zmianie klimatu zajść tak daleko."	"I am outraged that politicians allowed climate change to come this far."	"ANG13"
"Czuję wściekłość na korporacje szkodzące klimatowi."	"I feel outraged at corporations that harm the climate."	"ANG10"
"Złości mnie, że nasi przywódcy nie traktują zmiany klimatu poważnie."	"I am angry with our leaders for not taking climate change seriously."	"ANG5"
"Jestem zły/a na liderów politycznych, którzy ignorują wiedzę naukową dotyczącą zmiany klimatu."	"I am angry at political leaders who ignore scientific knowledge about climate change."	"ANG6"
"Denerwuje mnie, jak w obliczu zmiany klimatu ludzie u władzy przedkładają pieniądze nad dobro społeczeństwa i środowiska."	"It annoys me that, when faced with climate change, people in power place money above the interests of humanity and the environment."	"ANG8"
"Czuję gniew na myśl o politykach, którzy odwlekają przeciwdziałanie zmianie klimatu."	"I feel anger when I think of politicians who delay efforts to mitigate climate change."	"ANG3"
"Złości mnie, że rządy zrobiły tak mało, by ograniczyć zmianę klimatu."	"I am angry that governments have done so little to deal with climate change."	"ANG1"
"Jestem znużony/a tematem zmiany klimatu."	"I am tired of the topic of climate change."	"IND7"
"Drażni mnie, gdy po raz kolejny słucham ludzi ulegających histerii klimatycznej."	"It annoys me to watch people succumb to climate hysteria."	"DIS5"
"Złości mnie, że oczekuje się ode mnie wyrzeczeń w związku ze zwalczaniem zmiany klimatu."	"It makes me angry that sacrifices are expected of me to fight climate change."	"DIS13"
"Czuję oburzenie, że poświęca się mnóstwo czasu i energii na walkę ze zmianą klimatu."	"I feel outraged that so much time and energy is being spent fighting climate change."	"DIS10"
"Niespecjalnie porusza mnie temat zmiany klimatu."	"I am not particularly moved by the topic of climate change."	"IND6"
"Denerwuje mnie ciągłe nagłaśnianie kwestii globalnego ocieplenia."	"I am annoyed by the constant publicity around climate change."	"DIS7"
"Nudzi mnie słuchanie o zmianie klimatu."	"I am bored of hearing about climate change."	"IND2"
"Dziwi mnie, że ludzie odczuwają silne emocje w stosunku do zmiany klimatu."	"I am surprised that people experience strong emotions in connection with climate change."	"IND13"
"Rosnące zaangażowanie społeczne w kwestie zmiany klimatu budzi we mnie nadzieję."	"The increasing public engagement with climate change gives me hope."	"EMP12"
"Świadomość, że istnieją ludzie, którzy przejmują się zmianą klimatu, daje mi siłę do działania."	"Knowing that there are people who care about climate change gives me a sense of empowerment."	"EMP9"
"Wierzę, że pojawiące się rozwiązania pozwolą nam zahamować zmianę klimatu."	"I believe that there are emerging solutions that will allow us to stop climate change."	"HOPF9"
"Konkretne działania na rzecz klimatu pozwalają mi optymistycznie patrzeć w przyszłość."	"Concrete actions for the climate allow me to be optimistic about the future."	"HOPF8"
"Z nadzieją patrzę w przyszłość, widząc tempo pozytywnych zmian na rzecz klimatu."	"I am hopeful about the future when I see the pace of positive changes for climate protection."	"HOPF10"
"To, że coraz więcej ludzi uświadamia sobie zagrożenia związane ze zmianą klimatu, daje mi nadzieję."	"Knowing that more and more people are becoming aware of the dangers of climate change gives me hope."	"EMP14"
"Mam w sobie dużo wiary, że uda się nam opanować zmianę klimatu."	"I strongly believe that we will be able to tackle climate change."	"HOPF13"
"Mobilizacja społeczna w kwestii przeciwdziałania zmianie klimatu daje mi poczucie, że razem możemy osiągnąć ten cel."	"Social mobilization in the fight against climate change makes me feel that together we can achieve this goal."	"EMP7"
"Czuję dezorientację, jeśli chodzi o to, co mogę tak naprawdę zrobić, by ograniczyć zmianę klimatu."	"I feel confused about what I can do to reduce climate change."	"POWL11"
"Kiedy myślę, co ja sam/a mogę zrobić na rzecz klimatu, czuję się bardzo malutka/malutki."	"When I think about what I can do to mitigate climate change, I feel very small."	"POWL5"
"Przytłacza mnie to, jak wiele aspektów życia należałoby zmienić, by ograniczyć zmianę klimatu."	"I am overwhelmed by how many aspects of life would need to be changed to limit climate change."	"POWL7"
"Mam poczucie, że niewiele mogę zrobić, by ograniczyć zmianę klimatu."	"I feel there isn't much I can do to limit climate change."	"POWL4"
"Mam poczucie bezsilności w obliczu tego, jak skomplikowanym problemem jest zmiana klimatu."	"I feel powerless in the face of the complexity of the climate change problem."	"POWL8"
"Trudno mi zrozumieć, jak właściwie mam postępować, by pomóc skutecznie przeciwdziałać zmianie klimatu."	"It is difficult for me to understand what I can do to help fight climate change effectively."	"POWL12"
"Czuję się bezradna/y wobec faktu, że jako jednostka mam bardzo niewielki wpływ na to, co się dzieje z klimatem."	"As an individual, I feel powerless with little agency over what happens with the climate."	"POWL2"
"Czuję bezsilność, kiedy myślę o tym, jak trudno jest żyć w sposób przyjazny dla klimatu."	"I feel helpless when I think of how difficult it is to live in a climate-friendly way."	"POWL13"
"Mam wyrzuty sumienia, że nie robię wystarczająco dużo, żeby przeciwdziałać zmianie klimatu."	"I have a guilty conscience about not doing enough to mitigate climate change."	"GUI11"
"Denerwuję się, że mój negatywny wpływ na klimat jest zbyt duży."	"It upsets me that I have a big negative impact on the climate."	"GUI6"
"Kiedy robię coś, co przyczynia się do zmiany klimatu, nachodzą mnie wyrzuty sumienia."	"I feel remorse when I do something that contributes to climate change."	"GUI2"
"Mam poczucie winy, że sposób, w jaki żyję, przyczynia się do zmiany klimatu"	"I feel guilty that my lifestyle contributes to climate change."	"GUI8"
"Mam wyrzuty sumienia, że robię zbyt mało, by ograniczyć zmianę klimatu."	"I feel remorse for doing too little to mitigate climate change."	"GUI9"
"Mam poczucie winy, gdy robię coś, co przyczynia się do zmiany klimatu."	"I have a sense of guilt for doing things that contribute to climate change."	"GUI4"
"Jestem zła/y na siebie, że nie robię wystarczająco dużo, by ograniczyć mój wpływ na klimat."	"I am angry at myself for not doing enough to limit my negative impact on the climate."	"GUI12"
"Mam do siebie pretensje, że nie robię więcej, by pomóc w walce ze zmianą klimatu."	"I blame myself for not doing more to help with the fight against climate change."	"GUI14"
"Czuję, jakbym był/a jedną z niewielu osób, które naprawdę rozumieją, z czym wiąże się zmiana klimatu."	"I feel like one of the few people who actually understand what climate change entails."	"ISO4"
"Czuję się osamotniony/a, kiedy inni nie rozumieją moich obaw w stosunku do zmiany klimatu."	"I feel lonely when others don’t understand my concerns about climate change."	"ISO13"
"Czuję się osamotniona/y, ponieważ większość ludzi w moim otoczeniu nie martwi się zmianą klimatu tak, jak ja."	"I feel lonely because most of the people around me don’t care about climate change as much as I do."	"ISO5"
"Czuję osamotnienie, ponieważ trudno mi rozmawiać z innymi o mojej trosce dotyczącej zmiany klimatu."	"I feel lonely because it’s difficult to talk about my climate change concerns with other people."	"ISO8"
"Czuję się jakbym był/a jedyną osobą w moim otoczeniu, która przejmuje się zmianą klimatu."	"I feel as if I were the only person around who cares about climate change."	"ISO3"
"Czuję się wyobcowana/y, ponieważ społeczeństwo uważa troskę o zmianę klimatu za coś dziwacznego."	"I feel alienated because society considers concern for climate change as something strange."	"ISO12"
"Czuję się osamotniona/y w mojej trosce o zmianę klimatu."	"I feel alone in my concern for climate change."	"ISO2"
"Czasem czuję się samotna/y, bo ludzie po prostu żyją, jakby nie było zmiany klimatu."	"Sometimes I feel lonely because people live as if climate change isn't happening."	"ISO9"
"Czuję obawę, gdy myślę o tym, jak zmiana klimatu wpłynie na życie ludzi."	"I fear the impact of climate change on peoples' lives."	"APP10"
"Zmiana klimatu sprawia, że czuję się jakbym żył/a z diagnozą śmiertelnej choroby."	"Climate change makes me feel like I have been diagnosed with a terminal illness."	"HOPL7"
"Świadomość zmiany klimatu odbiera mi radość życia."	"Being aware of climate change takes away the joy in my life."	"HOPL1"
"Z niepokojem myślę o skutkach zmiany klimatu."	"I am anxious when I think about the negative effects of climate change."	"APP2"
"Myśli o zmianie klimatu sprawiają, że boję się o przyszłość naszych dzieci."	"Thinking about climate change makes me fear for the future of our children."	"APP7"
"Przytłacza mnie świadomość nadchodzącej katastrofy klimatycznej."	"I am overwhelmed by the awareness of the approaching climate disaster."	"HOPL5"
"Ze względu na zmianę klimatu wszystko wydaje się niepewne."	"Everything seems uncertain because of climate change."	"HOPL11"
"Boję się, jak zmiana klimatu dotknie mnie i moich bliskich."	"I fear how climate change will affect me and my loved ones."	"APP14"
"Czuję żal, gdy myślę o znikających bezpowrotnie gatunkach zwierząt i roślin w następstwie zmiany klimatu."	"The thought of so many species going extinct under the pressure of climate change fills me with sorrow."	"SOR13"
"Smutno mi z powodu świata, który odchodzi bezpowrotnie w wyniku zmiany klimatu."	"The thought that the world I know is disappearing forever because of climate change makes me sad."	"SOR6"
"Jest mi przykro, gdy myślę o możliwościach, które nieodwracalnie tracimy wraz z postępującą zmianą klimatu."	"I feel sorry about the possibilities we are losing forever because of climate change."	"SOR4"
"Smuci mnie, że przez zmianę klimatu cierpi tyle stworzeń."	"I am sad that so many living creatures suffer because of climate change."	"SOR14"
